image_path pid camid material
.\MVB_train\Image\0819_p_1.jpg 0819 p_1 hard
.\MVB_train\Image\0819_p_2.jpg 0819 p_2 hard
.\MVB_train\Image\0819_p_3.jpg 0819 p_3 hard
.\MVB_train\Image\0819_p_4.jpg 0819 p_4 hard
.\MVB_train\Image\0820_g_1.jpg 0820 g_1 hard
.\MVB_train\Image\0820_g_3.jpg 0820 g_3 hard
.\MVB_train\Image\0820_p_1.jpg 0820 p_1 hard
.\MVB_train\Image\0820_p_2.jpg 0820 p_2 hard
.\MVB_train\Image\0820_p_3.jpg 0820 p_3 hard
.\MVB_train\Image\0820_p_4.jpg 0820 p_4 hard
.\MVB_train\Image\0821_g_1.jpg 0821 g_1 hard
.\MVB_train\Image\0821_g_2.jpg 0821 g_2 hard
.\MVB_train\Image\0821_p_3.jpg 0821 p_3 hard
.\MVB_train\Image\0821_p_4.jpg 0821 p_4 hard
.\MVB_train\Image\0822_g_1.jpg 0822 g_1 hard
.\MVB_train\Image\0822_g_2.jpg 0822 g_2 hard
.\MVB_train\Image\0822_g_3.jpg 0822 g_3 hard
.\MVB_train\Image\0822_p_3.jpg 0822 p_3 hard
.\MVB_train\Image\0822_p_4.jpg 0822 p_4 hard
.\MVB_train\Image\0823_g_1.jpg 0823 g_1 hard
.\MVB_train\Image\0823_g_3.jpg 0823 g_3 hard
.\MVB_train\Image\0823_p_1.jpg 0823 p_1 hard
.\MVB_train\Image\0823_p_2.jpg 0823 p_2 hard
.\MVB_train\Image\0823_p_3.jpg 0823 p_3 hard
.\MVB_train\Image\0823_p_4.jpg 0823 p_4 hard
.\MVB_train\Image\0824_g_2.jpg 0824 g_2 hard
.\MVB_train\Image\0824_g_3.jpg 0824 g_3 hard
.\MVB_train\Image\0824_p_3.jpg 0824 p_3 hard
.\MVB_train\Image\0824_p_4.jpg 0824 p_4 hard
.\MVB_train\Image\0825_g_1.jpg 0825 g_1 hard
.\MVB_train\Image\0825_g_2.jpg 0825 g_2 hard
.\MVB_train\Image\0825_g_3.jpg 0825 g_3 hard
.\MVB_train\Image\0825_p_1.jpg 0825 p_1 hard
.\MVB_train\Image\0825_p_2.jpg 0825 p_2 hard
.\MVB_train\Image\0825_p_3.jpg 0825 p_3 hard
.\MVB_train\Image\0825_p_4.jpg 0825 p_4 hard
.\MVB_train\Image\0826_g_1.jpg 0826 g_1 hard
.\MVB_train\Image\0826_g_2.jpg 0826 g_2 hard
.\MVB_train\Image\0826_g_3.jpg 0826 g_3 hard
.\MVB_train\Image\0826_p_2.jpg 0826 p_2 hard
.\MVB_train\Image\0826_p_3.jpg 0826 p_3 hard
.\MVB_train\Image\0826_p_4.jpg 0826 p_4 hard
.\MVB_train\Image\0827_g_1.jpg 0827 g_1 hard
.\MVB_train\Image\0827_g_2.jpg 0827 g_2 hard
.\MVB_train\Image\0827_g_3.jpg 0827 g_3 hard
.\MVB_train\Image\0827_p_2.jpg 0827 p_2 hard
.\MVB_train\Image\0827_p_3.jpg 0827 p_3 hard
.\MVB_train\Image\0827_p_4.jpg 0827 p_4 hard
.\MVB_train\Image\0828_g_1.jpg 0828 g_1 soft
.\MVB_train\Image\0828_g_2.jpg 0828 g_2 soft
.\MVB_train\Image\0828_g_3.jpg 0828 g_3 soft
.\MVB_train\Image\0828_p_2.jpg 0828 p_2 soft
.\MVB_train\Image\0828_p_3.jpg 0828 p_3 soft
.\MVB_train\Image\0828_p_4.jpg 0828 p_4 soft
.\MVB_train\Image\0829_g_1.jpg 0829 g_1 soft
.\MVB_train\Image\0829_g_2.jpg 0829 g_2 soft
.\MVB_train\Image\0829_g_3.jpg 0829 g_3 soft
.\MVB_train\Image\0829_p_3.jpg 0829 p_3 soft
.\MVB_train\Image\0829_p_4.jpg 0829 p_4 soft
.\MVB_train\Image\0830_g_1.jpg 0830 g_1 soft
.\MVB_train\Image\0830_g_3.jpg 0830 g_3 soft
.\MVB_train\Image\0830_p_1.jpg 0830 p_1 soft
.\MVB_train\Image\0830_p_2.jpg 0830 p_2 soft
.\MVB_train\Image\0831_g_1.jpg 0831 g_1 hard
.\MVB_train\Image\0831_g_2.jpg 0831 g_2 hard
.\MVB_train\Image\0831_g_3.jpg 0831 g_3 hard
.\MVB_train\Image\0831_p_1.jpg 0831 p_1 hard
.\MVB_train\Image\0831_p_2.jpg 0831 p_2 hard
.\MVB_train\Image\0831_p_3.jpg 0831 p_3 hard
.\MVB_train\Image\0831_p_4.jpg 0831 p_4 hard
.\MVB_train\Image\0832_g_1.jpg 0832 g_1 hard
.\MVB_train\Image\0832_g_2.jpg 0832 g_2 hard
.\MVB_train\Image\0832_g_3.jpg 0832 g_3 hard
.\MVB_train\Image\0832_p_3.jpg 0832 p_3 hard
.\MVB_train\Image\0832_p_4.jpg 0832 p_4 hard
.\MVB_train\Image\0833_g_1.jpg 0833 g_1 hard
.\MVB_train\Image\0833_g_2.jpg 0833 g_2 hard
.\MVB_train\Image\0833_g_3.jpg 0833 g_3 hard
.\MVB_train\Image\0833_p_1.jpg 0833 p_1 hard
.\MVB_train\Image\0833_p_3.jpg 0833 p_3 hard
.\MVB_train\Image\0834_g_1.jpg 0834 g_1 hard
.\MVB_train\Image\0834_g_3.jpg 0834 g_3 hard
.\MVB_train\Image\0834_p_1.jpg 0834 p_1 hard
.\MVB_train\Image\0834_p_2.jpg 0834 p_2 hard
.\MVB_train\Image\0834_p_3.jpg 0834 p_3 hard
.\MVB_train\Image\0834_p_4.jpg 0834 p_4 hard
.\MVB_train\Image\0835_g_1.jpg 0835 g_1 hard
.\MVB_train\Image\0835_g_2.jpg 0835 g_2 hard
.\MVB_train\Image\0835_g_3.jpg 0835 g_3 hard
.\MVB_train\Image\0835_p_3.jpg 0835 p_3 hard
.\MVB_train\Image\0835_p_4.jpg 0835 p_4 hard
.\MVB_train\Image\0836_g_1.jpg 0836 g_1 others
.\MVB_train\Image\0836_g_2.jpg 0836 g_2 others
.\MVB_train\Image\0836_g_3.jpg 0836 g_3 others
.\MVB_train\Image\0836_p_3.jpg 0836 p_3 others
.\MVB_train\Image\0836_p_4.jpg 0836 p_4 others
.\MVB_train\Image\0837_g_1.jpg 0837 g_1 soft
.\MVB_train\Image\0837_g_2.jpg 0837 g_2 soft
.\MVB_train\Image\0837_g_3.jpg 0837 g_3 soft
.\MVB_train\Image\0837_p_3.jpg 0837 p_3 soft
.\MVB_train\Image\0837_p_4.jpg 0837 p_4 soft
.\MVB_train\Image\0838_g_1.jpg 0838 g_1 soft
.\MVB_train\Image\0838_g_2.jpg 0838 g_2 soft
.\MVB_train\Image\0838_g_3.jpg 0838 g_3 soft
.\MVB_train\Image\0838_p_3.jpg 0838 p_3 soft
.\MVB_train\Image\0838_p_4.jpg 0838 p_4 soft
.\MVB_train\Image\0839_g_1.jpg 0839 g_1 hard
.\MVB_train\Image\0839_g_2.jpg 0839 g_2 hard
.\MVB_train\Image\0839_g_3.jpg 0839 g_3 hard
.\MVB_train\Image\0839_p_3.jpg 0839 p_3 hard
.\MVB_train\Image\0839_p_4.jpg 0839 p_4 hard
.\MVB_train\Image\0840_g_1.jpg 0840 g_1 hard
.\MVB_train\Image\0840_g_2.jpg 0840 g_2 hard
.\MVB_train\Image\0840_g_3.jpg 0840 g_3 hard
.\MVB_train\Image\0840_p_2.jpg 0840 p_2 hard
.\MVB_train\Image\0840_p_3.jpg 0840 p_3 hard
.\MVB_train\Image\0840_p_4.jpg 0840 p_4 hard
.\MVB_train\Image\0841_g_1.jpg 0841 g_1 hard
.\MVB_train\Image\0841_g_2.jpg 0841 g_2 hard
.\MVB_train\Image\0841_g_3.jpg 0841 g_3 hard
.\MVB_train\Image\0841_p_3.jpg 0841 p_3 hard
.\MVB_train\Image\0841_p_4.jpg 0841 p_4 hard
.\MVB_train\Image\0842_g_1.jpg 0842 g_1 hard
.\MVB_train\Image\0842_g_2.jpg 0842 g_2 hard
.\MVB_train\Image\0842_g_3.jpg 0842 g_3 hard
.\MVB_train\Image\0842_p_3.jpg 0842 p_3 hard
.\MVB_train\Image\0842_p_4.jpg 0842 p_4 hard
.\MVB_train\Image\0843_g_1.jpg 0843 g_1 hard
.\MVB_train\Image\0843_g_2.jpg 0843 g_2 hard
.\MVB_train\Image\0843_g_3.jpg 0843 g_3 hard
.\MVB_train\Image\0843_p_3.jpg 0843 p_3 hard
.\MVB_train\Image\0843_p_4.jpg 0843 p_4 hard
.\MVB_train\Image\0844_g_1.jpg 0844 g_1 hard
.\MVB_train\Image\0844_g_2.jpg 0844 g_2 hard
.\MVB_train\Image\0844_g_3.jpg 0844 g_3 hard
.\MVB_train\Image\0844_p_3.jpg 0844 p_3 hard
.\MVB_train\Image\0844_p_4.jpg 0844 p_4 hard
.\MVB_train\Image\0845_g_1.jpg 0845 g_1 others
.\MVB_train\Image\0845_g_2.jpg 0845 g_2 others
.\MVB_train\Image\0845_g_3.jpg 0845 g_3 others
.\MVB_train\Image\0845_p_3.jpg 0845 p_3 others
.\MVB_train\Image\0845_p_4.jpg 0845 p_4 others
.\MVB_train\Image\0846_g_1.jpg 0846 g_1 hard
.\MVB_train\Image\0846_g_2.jpg 0846 g_2 hard
.\MVB_train\Image\0846_g_3.jpg 0846 g_3 hard
.\MVB_train\Image\0846_p_3.jpg 0846 p_3 hard
.\MVB_train\Image\0846_p_4.jpg 0846 p_4 hard
.\MVB_train\Image\0847_g_1.jpg 0847 g_1 hard
.\MVB_train\Image\0847_g_2.jpg 0847 g_2 hard
.\MVB_train\Image\0847_g_3.jpg 0847 g_3 hard
.\MVB_train\Image\0847_p_3.jpg 0847 p_3 hard
.\MVB_train\Image\0847_p_4.jpg 0847 p_4 hard
.\MVB_train\Image\0848_g_1.jpg 0848 g_1 hard
.\MVB_train\Image\0848_g_2.jpg 0848 g_2 hard
.\MVB_train\Image\0848_g_3.jpg 0848 g_3 hard
.\MVB_train\Image\0848_p_1.jpg 0848 p_1 hard
.\MVB_train\Image\0848_p_2.jpg 0848 p_2 hard
.\MVB_train\Image\0848_p_3.jpg 0848 p_3 hard
.\MVB_train\Image\0848_p_4.jpg 0848 p_4 hard
.\MVB_train\Image\0849_g_1.jpg 0849 g_1 hard
.\MVB_train\Image\0849_g_2.jpg 0849 g_2 hard
.\MVB_train\Image\0849_g_3.jpg 0849 g_3 hard
.\MVB_train\Image\0849_p_1.jpg 0849 p_1 hard
.\MVB_train\Image\0849_p_2.jpg 0849 p_2 hard
.\MVB_train\Image\0849_p_3.jpg 0849 p_3 hard
.\MVB_train\Image\0849_p_4.jpg 0849 p_4 hard
.\MVB_train\Image\0850_g_1.jpg 0850 g_1 soft
.\MVB_train\Image\0850_g_2.jpg 0850 g_2 soft
.\MVB_train\Image\0850_g_3.jpg 0850 g_3 soft
.\MVB_train\Image\0850_p_4.jpg 0850 p_4 soft
.\MVB_train\Image\0851_g_1.jpg 0851 g_1 hard
.\MVB_train\Image\0851_g_2.jpg 0851 g_2 hard
.\MVB_train\Image\0851_g_3.jpg 0851 g_3 hard
.\MVB_train\Image\0851_p_3.jpg 0851 p_3 hard
.\MVB_train\Image\0852_g_1.jpg 0852 g_1 hard
.\MVB_train\Image\0852_g_2.jpg 0852 g_2 hard
.\MVB_train\Image\0852_g_3.jpg 0852 g_3 hard
.\MVB_train\Image\0852_p_3.jpg 0852 p_3 hard
.\MVB_train\Image\0852_p_4.jpg 0852 p_4 hard
.\MVB_train\Image\0853_g_1.jpg 0853 g_1 hard
.\MVB_train\Image\0853_g_2.jpg 0853 g_2 hard
.\MVB_train\Image\0853_g_3.jpg 0853 g_3 hard
.\MVB_train\Image\0853_p_1.jpg 0853 p_1 hard
.\MVB_train\Image\0853_p_2.jpg 0853 p_2 hard
.\MVB_train\Image\0853_p_3.jpg 0853 p_3 hard
.\MVB_train\Image\0853_p_4.jpg 0853 p_4 hard
.\MVB_train\Image\0854_g_1.jpg 0854 g_1 hard
.\MVB_train\Image\0854_g_2.jpg 0854 g_2 hard
.\MVB_train\Image\0854_g_3.jpg 0854 g_3 hard
.\MVB_train\Image\0854_p_3.jpg 0854 p_3 hard
.\MVB_train\Image\0854_p_4.jpg 0854 p_4 hard
.\MVB_train\Image\0855_g_1.jpg 0855 g_1 soft
.\MVB_train\Image\0855_g_2.jpg 0855 g_2 soft
.\MVB_train\Image\0855_g_3.jpg 0855 g_3 soft
.\MVB_train\Image\0855_p_2.jpg 0855 p_2 soft
.\MVB_train\Image\0855_p_3.jpg 0855 p_3 soft
.\MVB_train\Image\0856_g_1.jpg 0856 g_1 paperboard
.\MVB_train\Image\0856_g_2.jpg 0856 g_2 paperboard
.\MVB_train\Image\0856_g_3.jpg 0856 g_3 paperboard
.\MVB_train\Image\0856_p_3.jpg 0856 p_3 paperboard
.\MVB_train\Image\0856_p_4.jpg 0856 p_4 paperboard
.\MVB_train\Image\0857_g_1.jpg 0857 g_1 hard
.\MVB_train\Image\0857_g_3.jpg 0857 g_3 hard
.\MVB_train\Image\0857_p_3.jpg 0857 p_3 hard
.\MVB_train\Image\0857_p_4.jpg 0857 p_4 hard
.\MVB_train\Image\0858_g_1.jpg 0858 g_1 hard
.\MVB_train\Image\0858_g_2.jpg 0858 g_2 hard
.\MVB_train\Image\0858_g_3.jpg 0858 g_3 hard
.\MVB_train\Image\0858_p_3.jpg 0858 p_3 hard
.\MVB_train\Image\0858_p_4.jpg 0858 p_4 hard
.\MVB_train\Image\0859_g_1.jpg 0859 g_1 hard
.\MVB_train\Image\0859_g_2.jpg 0859 g_2 hard
.\MVB_train\Image\0859_g_3.jpg 0859 g_3 hard
.\MVB_train\Image\0859_p_3.jpg 0859 p_3 hard
.\MVB_train\Image\0859_p_4.jpg 0859 p_4 hard
.\MVB_train\Image\0860_g_1.jpg 0860 g_1 hard
.\MVB_train\Image\0860_g_2.jpg 0860 g_2 hard
.\MVB_train\Image\0860_g_3.jpg 0860 g_3 hard
.\MVB_train\Image\0860_p_3.jpg 0860 p_3 hard
.\MVB_train\Image\0860_p_4.jpg 0860 p_4 hard
.\MVB_train\Image\0861_g_2.jpg 0861 g_2 soft
.\MVB_train\Image\0861_g_3.jpg 0861 g_3 soft
.\MVB_train\Image\0861_p_4.jpg 0861 p_4 soft
.\MVB_train\Image\0862_g_1.jpg 0862 g_1 hard
.\MVB_train\Image\0862_g_2.jpg 0862 g_2 hard
.\MVB_train\Image\0862_g_3.jpg 0862 g_3 hard
.\MVB_train\Image\0862_p_1.jpg 0862 p_1 hard
.\MVB_train\Image\0862_p_2.jpg 0862 p_2 hard
.\MVB_train\Image\0862_p_3.jpg 0862 p_3 hard
.\MVB_train\Image\0862_p_4.jpg 0862 p_4 hard
.\MVB_train\Image\0863_g_1.jpg 0863 g_1 hard
.\MVB_train\Image\0863_g_2.jpg 0863 g_2 hard
.\MVB_train\Image\0863_g_3.jpg 0863 g_3 hard
.\MVB_train\Image\0863_p_1.jpg 0863 p_1 hard
.\MVB_train\Image\0863_p_2.jpg 0863 p_2 hard
.\MVB_train\Image\0863_p_3.jpg 0863 p_3 hard
.\MVB_train\Image\0864_g_1.jpg 0864 g_1 hard
.\MVB_train\Image\0864_g_2.jpg 0864 g_2 hard
.\MVB_train\Image\0864_g_3.jpg 0864 g_3 hard
.\MVB_train\Image\0864_p_3.jpg 0864 p_3 hard
.\MVB_train\Image\0864_p_4.jpg 0864 p_4 hard
.\MVB_train\Image\0865_g_1.jpg 0865 g_1 paperboard
.\MVB_train\Image\0865_g_3.jpg 0865 g_3 paperboard
.\MVB_train\Image\0865_p_3.jpg 0865 p_3 paperboard
.\MVB_train\Image\0865_p_4.jpg 0865 p_4 paperboard
.\MVB_train\Image\0866_g_1.jpg 0866 g_1 hard
.\MVB_train\Image\0866_g_2.jpg 0866 g_2 hard
.\MVB_train\Image\0866_g_3.jpg 0866 g_3 hard
.\MVB_train\Image\0866_p_3.jpg 0866 p_3 hard
.\MVB_train\Image\0866_p_4.jpg 0866 p_4 hard
.\MVB_train\Image\0867_g_1.jpg 0867 g_1 others
.\MVB_train\Image\0867_g_2.jpg 0867 g_2 others
.\MVB_train\Image\0867_g_3.jpg 0867 g_3 others
.\MVB_train\Image\0867_p_3.jpg 0867 p_3 others
.\MVB_train\Image\0867_p_4.jpg 0867 p_4 others
.\MVB_train\Image\0868_g_1.jpg 0868 g_1 paperboard
.\MVB_train\Image\0868_g_3.jpg 0868 g_3 paperboard
.\MVB_train\Image\0868_p_3.jpg 0868 p_3 paperboard
.\MVB_train\Image\0868_p_4.jpg 0868 p_4 paperboard
.\MVB_train\Image\0869_g_1.jpg 0869 g_1 hard
.\MVB_train\Image\0869_g_3.jpg 0869 g_3 hard
.\MVB_train\Image\0869_p_3.jpg 0869 p_3 hard
.\MVB_train\Image\0869_p_4.jpg 0869 p_4 hard
.\MVB_train\Image\0870_g_1.jpg 0870 g_1 hard
.\MVB_train\Image\0870_g_2.jpg 0870 g_2 hard
.\MVB_train\Image\0870_g_3.jpg 0870 g_3 hard
.\MVB_train\Image\0870_p_3.jpg 0870 p_3 hard
.\MVB_train\Image\0870_p_4.jpg 0870 p_4 hard
.\MVB_train\Image\0871_g_1.jpg 0871 g_1 hard
.\MVB_train\Image\0871_g_2.jpg 0871 g_2 hard
.\MVB_train\Image\0871_g_3.jpg 0871 g_3 hard
.\MVB_train\Image\0871_p_3.jpg 0871 p_3 hard
.\MVB_train\Image\0871_p_4.jpg 0871 p_4 hard
.\MVB_train\Image\0872_g_1.jpg 0872 g_1 hard
.\MVB_train\Image\0872_g_2.jpg 0872 g_2 hard
.\MVB_train\Image\0872_g_3.jpg 0872 g_3 hard
.\MVB_train\Image\0872_p_1.jpg 0872 p_1 hard
.\MVB_train\Image\0872_p_2.jpg 0872 p_2 hard
.\MVB_train\Image\0872_p_3.jpg 0872 p_3 hard
.\MVB_train\Image\0872_p_4.jpg 0872 p_4 hard
.\MVB_train\Image\0873_g_1.jpg 0873 g_1 hard
.\MVB_train\Image\0873_g_2.jpg 0873 g_2 hard
.\MVB_train\Image\0873_g_3.jpg 0873 g_3 hard
.\MVB_train\Image\0873_p_3.jpg 0873 p_3 hard
.\MVB_train\Image\0873_p_4.jpg 0873 p_4 hard
.\MVB_train\Image\0874_g_1.jpg 0874 g_1 soft
.\MVB_train\Image\0874_g_2.jpg 0874 g_2 soft
.\MVB_train\Image\0874_g_3.jpg 0874 g_3 soft
.\MVB_train\Image\0874_p_3.jpg 0874 p_3 soft
.\MVB_train\Image\0875_g_1.jpg 0875 g_1 hard
.\MVB_train\Image\0875_g_2.jpg 0875 g_2 hard
.\MVB_train\Image\0875_g_3.jpg 0875 g_3 hard
.\MVB_train\Image\0875_p_3.jpg 0875 p_3 hard
.\MVB_train\Image\0875_p_4.jpg 0875 p_4 hard
.\MVB_train\Image\0876_g_1.jpg 0876 g_1 soft
.\MVB_train\Image\0876_g_2.jpg 0876 g_2 soft
.\MVB_train\Image\0876_g_3.jpg 0876 g_3 soft
.\MVB_train\Image\0876_p_3.jpg 0876 p_3 soft
.\MVB_train\Image\0876_p_4.jpg 0876 p_4 soft
.\MVB_train\Image\0877_g_1.jpg 0877 g_1 hard
.\MVB_train\Image\0877_g_2.jpg 0877 g_2 hard
.\MVB_train\Image\0877_g_3.jpg 0877 g_3 hard
.\MVB_train\Image\0877_p_3.jpg 0877 p_3 hard
.\MVB_train\Image\0877_p_4.jpg 0877 p_4 hard
.\MVB_train\Image\0878_g_1.jpg 0878 g_1 paperboard
.\MVB_train\Image\0878_g_2.jpg 0878 g_2 paperboard
.\MVB_train\Image\0878_g_3.jpg 0878 g_3 paperboard
.\MVB_train\Image\0878_p_4.jpg 0878 p_4 paperboard
.\MVB_train\Image\0879_g_1.jpg 0879 g_1 soft
.\MVB_train\Image\0879_g_2.jpg 0879 g_2 soft
.\MVB_train\Image\0879_g_3.jpg 0879 g_3 soft
.\MVB_train\Image\0879_p_3.jpg 0879 p_3 soft
.\MVB_train\Image\0880_g_1.jpg 0880 g_1 hard
.\MVB_train\Image\0880_g_2.jpg 0880 g_2 hard
.\MVB_train\Image\0880_g_3.jpg 0880 g_3 hard
.\MVB_train\Image\0880_p_3.jpg 0880 p_3 hard
.\MVB_train\Image\0880_p_4.jpg 0880 p_4 hard
.\MVB_train\Image\0881_g_1.jpg 0881 g_1 hard
.\MVB_train\Image\0881_g_2.jpg 0881 g_2 hard
.\MVB_train\Image\0881_g_3.jpg 0881 g_3 hard
.\MVB_train\Image\0881_p_1.jpg 0881 p_1 hard
.\MVB_train\Image\0881_p_2.jpg 0881 p_2 hard
.\MVB_train\Image\0881_p_3.jpg 0881 p_3 hard
.\MVB_train\Image\0882_g_1.jpg 0882 g_1 hard
.\MVB_train\Image\0882_g_2.jpg 0882 g_2 hard
.\MVB_train\Image\0882_g_3.jpg 0882 g_3 hard
.\MVB_train\Image\0882_p_3.jpg 0882 p_3 hard
.\MVB_train\Image\0883_g_1.jpg 0883 g_1 hard
.\MVB_train\Image\0883_g_2.jpg 0883 g_2 hard
.\MVB_train\Image\0883_g_3.jpg 0883 g_3 hard
.\MVB_train\Image\0883_p_1.jpg 0883 p_1 hard
.\MVB_train\Image\0883_p_2.jpg 0883 p_2 hard
.\MVB_train\Image\0884_g_1.jpg 0884 g_1 hard
.\MVB_train\Image\0884_g_2.jpg 0884 g_2 hard
.\MVB_train\Image\0884_g_3.jpg 0884 g_3 hard
.\MVB_train\Image\0884_p_1.jpg 0884 p_1 hard
.\MVB_train\Image\0884_p_2.jpg 0884 p_2 hard
.\MVB_train\Image\0885_g_1.jpg 0885 g_1 soft
.\MVB_train\Image\0885_g_2.jpg 0885 g_2 soft
.\MVB_train\Image\0885_g_3.jpg 0885 g_3 soft
.\MVB_train\Image\0885_p_1.jpg 0885 p_1 soft
.\MVB_train\Image\0886_g_1.jpg 0886 g_1 hard
.\MVB_train\Image\0886_g_2.jpg 0886 g_2 hard
.\MVB_train\Image\0886_g_3.jpg 0886 g_3 hard
.\MVB_train\Image\0886_p_3.jpg 0886 p_3 hard
.\MVB_train\Image\0886_p_4.jpg 0886 p_4 hard
.\MVB_train\Image\0887_g_1.jpg 0887 g_1 hard
.\MVB_train\Image\0887_g_2.jpg 0887 g_2 hard
.\MVB_train\Image\0887_g_3.jpg 0887 g_3 hard
.\MVB_train\Image\0887_p_1.jpg 0887 p_1 hard
.\MVB_train\Image\0887_p_2.jpg 0887 p_2 hard
.\MVB_train\Image\0887_p_3.jpg 0887 p_3 hard
.\MVB_train\Image\0887_p_4.jpg 0887 p_4 hard
.\MVB_train\Image\0888_g_1.jpg 0888 g_1 hard
.\MVB_train\Image\0888_g_2.jpg 0888 g_2 hard
.\MVB_train\Image\0888_g_3.jpg 0888 g_3 hard
.\MVB_train\Image\0888_p_3.jpg 0888 p_3 hard
.\MVB_train\Image\0888_p_4.jpg 0888 p_4 hard
.\MVB_train\Image\0889_g_1.jpg 0889 g_1 others
.\MVB_train\Image\0889_g_2.jpg 0889 g_2 others
.\MVB_train\Image\0889_g_3.jpg 0889 g_3 others
.\MVB_train\Image\0889_p_2.jpg 0889 p_2 others
.\MVB_train\Image\0889_p_3.jpg 0889 p_3 others
.\MVB_train\Image\0889_p_4.jpg 0889 p_4 others
.\MVB_train\Image\0890_g_1.jpg 0890 g_1 hard
.\MVB_train\Image\0890_g_2.jpg 0890 g_2 hard
.\MVB_train\Image\0890_g_3.jpg 0890 g_3 hard
.\MVB_train\Image\0890_p_3.jpg 0890 p_3 hard
.\MVB_train\Image\0890_p_4.jpg 0890 p_4 hard
.\MVB_train\Image\0891_g_1.jpg 0891 g_1 hard
.\MVB_train\Image\0891_g_2.jpg 0891 g_2 hard
.\MVB_train\Image\0891_g_3.jpg 0891 g_3 hard
.\MVB_train\Image\0891_p_3.jpg 0891 p_3 hard
.\MVB_train\Image\0891_p_4.jpg 0891 p_4 hard
.\MVB_train\Image\0892_g_1.jpg 0892 g_1 hard
.\MVB_train\Image\0892_g_2.jpg 0892 g_2 hard
.\MVB_train\Image\0892_g_3.jpg 0892 g_3 hard
.\MVB_train\Image\0892_p_3.jpg 0892 p_3 hard
.\MVB_train\Image\0892_p_4.jpg 0892 p_4 hard
.\MVB_train\Image\0893_g_1.jpg 0893 g_1 hard
.\MVB_train\Image\0893_g_2.jpg 0893 g_2 hard
.\MVB_train\Image\0893_g_3.jpg 0893 g_3 hard
.\MVB_train\Image\0893_p_3.jpg 0893 p_3 hard
.\MVB_train\Image\0893_p_4.jpg 0893 p_4 hard
.\MVB_train\Image\0894_g_1.jpg 0894 g_1 hard
.\MVB_train\Image\0894_g_2.jpg 0894 g_2 hard
.\MVB_train\Image\0894_g_3.jpg 0894 g_3 hard
.\MVB_train\Image\0894_p_1.jpg 0894 p_1 hard
.\MVB_train\Image\0894_p_2.jpg 0894 p_2 hard
.\MVB_train\Image\0894_p_3.jpg 0894 p_3 hard
.\MVB_train\Image\0894_p_4.jpg 0894 p_4 hard
.\MVB_train\Image\0895_g_1.jpg 0895 g_1 soft
.\MVB_train\Image\0895_g_2.jpg 0895 g_2 soft
.\MVB_train\Image\0895_g_3.jpg 0895 g_3 soft
.\MVB_train\Image\0895_p_2.jpg 0895 p_2 soft
.\MVB_train\Image\0895_p_3.jpg 0895 p_3 soft
.\MVB_train\Image\0896_g_1.jpg 0896 g_1 others
.\MVB_train\Image\0896_g_2.jpg 0896 g_2 others
.\MVB_train\Image\0896_g_3.jpg 0896 g_3 others
.\MVB_train\Image\0896_p_3.jpg 0896 p_3 others
.\MVB_train\Image\0896_p_4.jpg 0896 p_4 others
.\MVB_train\Image\0897_g_1.jpg 0897 g_1 hard
.\MVB_train\Image\0897_g_2.jpg 0897 g_2 hard
.\MVB_train\Image\0897_g_3.jpg 0897 g_3 hard
.\MVB_train\Image\0897_p_3.jpg 0897 p_3 hard
.\MVB_train\Image\0897_p_4.jpg 0897 p_4 hard
.\MVB_train\Image\0898_g_1.jpg 0898 g_1 hard
.\MVB_train\Image\0898_g_2.jpg 0898 g_2 hard
.\MVB_train\Image\0898_g_3.jpg 0898 g_3 hard
.\MVB_train\Image\0898_p_3.jpg 0898 p_3 hard
.\MVB_train\Image\0898_p_4.jpg 0898 p_4 hard
.\MVB_train\Image\0899_g_1.jpg 0899 g_1 hard
.\MVB_train\Image\0899_g_2.jpg 0899 g_2 hard
.\MVB_train\Image\0899_g_3.jpg 0899 g_3 hard
.\MVB_train\Image\0899_p_1.jpg 0899 p_1 hard
.\MVB_train\Image\0899_p_2.jpg 0899 p_2 hard
.\MVB_train\Image\0900_g_1.jpg 0900 g_1 hard
.\MVB_train\Image\0900_g_2.jpg 0900 g_2 hard
.\MVB_train\Image\0900_g_3.jpg 0900 g_3 hard
.\MVB_train\Image\0900_p_3.jpg 0900 p_3 hard
.\MVB_train\Image\0900_p_4.jpg 0900 p_4 hard
.\MVB_train\Image\0901_g_2.jpg 0901 g_2 hard
.\MVB_train\Image\0901_g_3.jpg 0901 g_3 hard
.\MVB_train\Image\0901_p_3.jpg 0901 p_3 hard
.\MVB_train\Image\0901_p_4.jpg 0901 p_4 hard
.\MVB_train\Image\0902_g_1.jpg 0902 g_1 hard
.\MVB_train\Image\0902_g_2.jpg 0902 g_2 hard
.\MVB_train\Image\0902_g_3.jpg 0902 g_3 hard
.\MVB_train\Image\0902_p_3.jpg 0902 p_3 hard
.\MVB_train\Image\0902_p_4.jpg 0902 p_4 hard
.\MVB_train\Image\0903_g_1.jpg 0903 g_1 hard
.\MVB_train\Image\0903_g_2.jpg 0903 g_2 hard
.\MVB_train\Image\0903_g_3.jpg 0903 g_3 hard
.\MVB_train\Image\0903_p_2.jpg 0903 p_2 hard
.\MVB_train\Image\0903_p_3.jpg 0903 p_3 hard
.\MVB_train\Image\0903_p_4.jpg 0903 p_4 hard
